dct:title,MUSTERDATENSATZ,THEMA,BEZEICHNUNG,dct:description,dct:identifier,dcat:Distribution.dct:license,dcat:theme,updated_at,ORG,dcat:landingPage,ART,Metadaten,Format,Datum,KGSt
Digitales Höhenmodell DGM Köln Bonn,Raumordnung - Stadtgebiet,Raumordnung,Stadtgebiet,"Ausgeschnittenes und bearbeitetes digitales Höhenmodell (DGM, Digitales Oberflächenmodell) in der Projektion EPSG:25832 als GeoTIFF mit LZW-Compression. Verarbeitung der ASCII Tile-Dateien in GRASS GIS 7.4 zu GeoTIFF als DGM Mosaik. Der Datensatz umfasst das DGM für die Städte Köln und Bonn als GeoTiff, CSV mit Metadaten DGM. Datenquelle:   https://www.opengeodata.nrw.de/produkte/geobasis/dgm/dgm1/ <br /><br />LizenzinformationenDiese Daten stehen unter der Datenlizenz Deutschland Namensnennung 2.0 (https://www.govdata.de/dl-de/by-2-0). Bereitsteller: Land NRW (2017). Informationen zum Quellenvermerk finden Sie hier (https://www.bezreg-koeln.nrw.de/brk_internet/geobasis/lizenzbedingungen_geobasis_nrw.pdf). <br /><br />Verarbeitung durchgeführt durch: mundialis GmbH &amp; Co .KG, Kölnstrasse 99, 53111 Bonn, https://www.mundialis.de",8e10ac08-a01c-42dc-9c0b-6c951443ea0a,Creative Commons Namensnennung (CC-BY),,2020-01-28T01:26:24.000812,Bonn,https://open.nrw/dataset/digitales-hoehenmodell-dgm-koeln-bonn-bn,,,,,
Land Surface Temperature LST Köln Bonn,Raumordnung - Stadtgebiet,Raumordnung,Stadtgebiet,"Der Datensatz umfasst die Land Surface Temperature (LST) in Grad Celsius und die Land Surface Temperature (LST) in Grad Celsius mal 100 der Region Köln/ Bonn als GeoTiff. Bei den Daten handelt es sich um einen Ausschnitt aus der NASA Kollektion 6 für die Region  Köln/ Bonn, Stand Juli 2016. Lizenzinformationen, Datenquelle und Datensatzbennennungskonvention siehe readme.md in der Datensatzsammlung.<br /><br />Die Datensatzaufbereitung und Verarbeitung wurde durchgeführt vonmundialis GmbH &amp; Co. KG, Kölnstrasse 99, 53111 Bonn",d632a4fb-e3ec-4aa2-be3a-885dde270385,Open Data Commons Open Database License (ODbL),Umwelt,2020-01-28T01:26:23.448163,Bonn,https://open.nrw/dataset/land-surface-temperature-lst-koeln-bonn-bn,,,,,
Cambio Carsharing Fahrzeuge,Individualverkehr - Carsharing,Individualverkehr,Carsharing,"Die API enthalt Daten zu Carsharing Fahrzeuge der Firma Cambio in Bonn mit Angaben zum Fahrzeugtyp, Fahrzeugausstattung, Preisklasse. Hierbei handelt es sich um stationenbasiertes Carsharing. Die API liefert keine Ergebnisse über die aktuelle Verfügbarkeit der Fahrzeuge an den Stationen.",c0a0e435-0129-475e-a2ca-a1ee4beb5f13,Creative Commons Namensnennung (CC-BY),Verkehr,2020-01-28T01:24:41.705159,Bonn,https://open.nrw/dataset/cambio-carsharing-fahrzeuge-bn,,,,,
Digitalveranstaltungen,Kultur - Veranstaltungen,Kultur,Veranstaltungen,Veranstaltungskalender mit einer Terminübersicht speziell zu digitalen Themen in Bonn und in der Region.,bf359000-4a58-4a00-bbcb-04cf380f19c7,cc-by-nc,"Bevölkerung und Gesellschaft,Bildung, Kultur und Sport,Wirtschaft und Finanzen,Wissenschaft und Technologie",2020-01-28T01:23:23.247784,Bonn,https://open.nrw/dataset/digitalveranstaltungen-bn,,,,,
Cambio Carsharing Stationen in Bonn,Individualverkehr - Carsharing,Individualverkehr,Carsharing,"Die API enthält Angaben zu Carsharing Standorte/ Stationen der Firma Cambio in Bonn mit Adressangaben, Geopositionen und einer Standortbeschreibungen.",5d44690b-6e5d-432a-9481-ff2fb600e57e,Creative Commons Namensnennung (CC-BY),Verkehr,2020-01-28T01:12:24.587333,Bonn,https://open.nrw/dataset/cambio-carsharing-stationen-bonn-bn,,,,,
Bonn Harvester,,,,Bonnharvester,068dfbb9-0183-4add-ad90-8d17a32c4a88,,,2020-01-08T11:45:04.585707,Bonn,https://open.nrw/dataset/bonn-harvester,,,,,
Aachen harvester,,,,Aachen harvester,d5e2ab97-0f6f-4ab3-bd34-ea918dbc5640,,,2019-01-09T17:27:04.877469,Aachen,https://open.nrw/dataset/aachen,,,,,
Aachen WiFi Koordinaten_19.08.2015,Infrastruktur - WLAN und Mobilfunk,Infrastruktur,WLAN und Mobilfunk,"•Die Stadt Aachen bietet Ihren Gästen in der Innenstadt ein kostenfreies, schnelles, öffentliches und drahtloses Internet an.•Jeder Nutzer kann darin 30 Minuten frei und ohne Zugangscode surfen.•Weitere 24 Stunden kann er anschließend weiterhin frei, aber nur mit Zugangscode surfen.Das Aachen WiFi wird realisiert durch eine Kooperation mit der netAachen.",7e1adbd1-6738-477a-8685-980fc8dead85,Datenlizenz Deutschland Namensnennung 2.0,"Bildung, Kultur und Sport,Wirtschaft und Finanzen",2019-10-23T11:57:29.126740,Aachen,https://open.nrw/dataset/aachen-wifi-koordinaten-19-08-2015-ac,,,,,
Adressen_StadtAachen,Raumordnung - Adressen,Raumordnung,Adressen,"Gebäude werden über Adressen verschlüsselt und lokalisiert. Der Aufbau der Gebäudeadressen basiert auf einer Empfehlung des Deutschen Städtetages. Adressen sind die einzigen Ortsangaben, anhand derer sich jedermann leicht orientieren kann, die amtlich vergeben werden, die in der Örtlichkeit angebracht und in Kartenwerken nachgewiesen werden. Von der Bevölkerung, der Wirtschaft und der Verwaltung werden allein sie zur Identifizierung von Gebäuden verwendet. Die Schlüsselsystematik der Adressen der Stadt Aachen setzt sich zusammen aus – Straßenschlüssel, Strassenname, Hausnummer, Hausnummernzusatz, Adresse, PLZ, Rechtswert, Hochwert. Die Attribute Hochwert und Rechtswert sind in WGS84. Jede Adresse verfügt über eine Punktkoordinate. Bezugsystem ETRS 1989 / UTM Zone 32N, EPSG:25832. Lagegenauigkeit +- 1m. Gültige Adressen der Stadt Aachen.",5855861e-199c-41f0-9129-1f793645f70b,Datenlizenz Deutschland Namensnennung 2.0,,2019-10-23T11:57:30.081278,Aachen,https://open.nrw/dataset/adressen-stadtaachen-ac,,,,,
Baustellen Stadtgebiet Aachen,Individualverkehr - Baustellen,Individualverkehr,Baustellen,"Tagesaktueller Überblick über Baustellen und andere Verkehrsbehinderungen der Stadt Aachen.Dieser Datensatz umfasst die Standorte der amtlich erfassten Straßenbaustellen in Aachen mit Informationen zur genauen Lage, zu Art und Grund der Maßnahme, zu Beginn und Ende der Maßnahme sowie etwaigen Bemerkungen. Die Ressourcen werden in der Regel im folgenden Zeitabstand aktualisiert: 1 Tag ",8f0d2098-ed8a-407a-a56b-e55e697d576c,Datenlizenz Deutschland Namensnennung 2.0,Verkehr,2019-10-23T11:57:33.864029,Aachen,https://open.nrw/dataset/baustellen-stadtgebiet-aachen-ac,,,,,
Bauwerksliste,Bau - Gebäude,Bau,Gebäude,Stichtag 04.04.2017,9c3f4882-31ff-4eb8-8b8a-91f96eab93b8,other-at,,2019-10-23T11:57:34.794109,Aachen,https://open.nrw/dataset/bauwerksliste-ac,,,,,
Buergerentscheid_20130310,Bürgerbeteiligung - Bürgerentscheid,Bürgerbeteiligung,Bürgerentscheid,Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):NrNameMaxSchnellmeldungenAnzSchnellmeldungenWahlberechtigteabgegebenWahlbeteiligunggültigeStimmzettelgültigungültigeStimmzettelungültiggültig2ungültig2Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):A-ParteiA-Partei_ProzZ_A-ParteiZ_A-Partei_Proz,9eac5532-0a9e-4133-84e8-24c2f1fd6773,Datenlizenz Deutschland Namensnennung 2.0,"Bevölkerung und Gesellschaft,Regierung und öffentlicher Sektor",2019-10-23T11:57:52.374639,Aachen,https://open.nrw/dataset/buergerentscheid-20130310-ac,,,,,
Bundesverkehrswegezählung,Individualverkehr - Messstellen,Individualverkehr,Messstellen,Hinweise zur Bundesverkehrswegezählung entnehmen Sie bitte den Erläuterungen.,19ad0794-131f-4cc9-bb4e-dc2c6e98c72d,Datenlizenz Deutschland Namensnennung 2.0,Verkehr,2019-10-23T11:57:56.318156,Aachen,https://open.nrw/dataset/bundesverkehrswegezahlung-ac,,,,,
CO 2 Klimabilanz 1990 bis 2014,Umweltschutz - Klimabilanz,Umweltschutz,Klimabilanz,"Energie- und CO2-Bilanzierung 2014Die Stadt Aachen erstellt seit 2010 jährlich eine Energie- und CO2-Bilanz (Daten und Berechnungen von 1990 bis2014 liegen vor). Als Basisjahr wurde das Jahr 1990 (gemäß Kyoto-Protokoll 1997) ausgewählt.Die Bilanz wird mit dem vom Klimabündnis (Climate Alliance) empfohlenen Berechnungstool ECORegion auf Basistatsächlicher Verbräuche sowie zusätzlicher statistischer Daten ermittelt.Die Endenergiebilanz umfasst zunächst den Energiebedarf der Verbraucher innerhalb der Stadtgrenzen.Die Primärenergiebilanz (Methode LCA: Life Cycle Assessment) umfasst darüber hinaus den Energiebedarf zurProduktion, Umwandlung und Transport der Energieträger (Vorkettenanteile) und erstreckt sich somit über denBilanzierungsraum der Stadt hinaus.",ea71b0a2-2446-4526-a802-8d210500f491,Datenlizenz Deutschland Namensnennung 2.0,,2019-10-23T12:06:10.843016,Aachen,https://open.nrw/dataset/klimabilanz-ac,,,,,
Demografiemonitoring der Stadt Aachen,Bevölkerung - Demografie,Bevölkerung,Demografie,Entwicklung und Struktur der Bevölkerung   Datenstand jeweils zum: 31.12. des Jahres,e954c241-4b48-4ee2-8b9b-993991f1d5e4,Datenlizenz Deutschland Namensnennung 2.0,Bevölkerung und Gesellschaft,2019-10-23T11:58:06.970714,Aachen,https://open.nrw/dataset/demografiemonitoring-der-stadt-aachen-ac,,,,,
Denkmalbereiche,Kultur - Denkmäler,Kultur,Denkmäler,Denkmalbereiche innerhalb der Stadt Aachen,a9ce238b-a5a0-4216-ad89-2c8cb6ef767d,Datenlizenz Deutschland Namensnennung 2.0,,2019-10-23T11:58:07.967902,Aachen,https://open.nrw/dataset/denkmalbereiche-ac,,,,,
Dezernatsverteilungsplan Stand 01.02.2015,Bürgerservice - Produkte,Bürgerservice,Produkte,Hier erhalten Sie eine Übersicht der Verwaltungsgliederung der Stadtverwaltung Aachen.,5f85fd95-3a59-452d-9dbf-964cdd4b40d0,Datenlizenz Deutschland Namensnennung 2.0,Regierung und öffentlicher Sektor,2019-10-23T11:58:15.048118,Aachen,https://open.nrw/dataset/dezernatsverteilungsplan-stand-01-02-2015-ac,,,,,
Einwohnerstatistik - Verlauf,Bevölkerung - Einwohnerzahl,Bevölkerung,Einwohnerzahl,monatlicher Verlauf der wohnberechtigten Bevölkerung seit Januar 2011,78f97c5d-3b6c-4fe8-a02d-8874d3efc555,Datenlizenz Deutschland Namensnennung 2.0,,2019-10-23T11:58:26.449581,Aachen,https://open.nrw/dataset/einwohnerstatistik-verlauf-ac,,,,,
Einwohnerstatistik allgemein nach Statistischen Bezirken,Bevölkerung - Einwohnerzahl,Bevölkerung,Einwohnerzahl,Die Datei hat die folgenden Merkmale:  - Statistischer Bezirk Nr.  - Statistischer Bezirk Name  - Personenanzahl  - Haupt-/Nebenwohnsitz Anzahl  - Männlich/Weiblich Anzahl  - Ledig / Verheiratet / Verwitwet / Geschieden Anzahl  - Altersklassen Anzahl  - Deutsch / Ausländer Anzahl,81650028-ef21-4f1b-a991-9e3a3f01c729,Datenlizenz Deutschland Namensnennung 2.0,Bevölkerung und Gesellschaft,2020-01-17T02:38:34.581263,Aachen,https://open.nrw/dataset/einwohnerstatistik-ac,,,,,
Ergebisse der Europawahl_20140525,Wahlen - Wahlergebnis Europawahlen,Wahlen,Wahlergebnis Europawahlen,Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):NrNameMaxSchnellmeldungenAnzSchnellmeldungenWahlberechtigteabgegebenWahlbeteiligunggültigeStimmzettelgültigungültigeStimmzettelungültiggültig2ungültig2Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):A-ParteiA-Partei_ProzZ_A-ParteiZ_A-Partei_Proz,1fb4789d-4a98-4503-8ce1-b8905087e8b0,Datenlizenz Deutschland Namensnennung 2.0,,2019-10-23T11:58:27.267425,Aachen,https://open.nrw/dataset/ergebisse-der-europawahl-20140525-ac,,,,,
Ergebnisse der Bezirksvertretungswahl_20090830,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):NrNameMaxSchnellmeldungenAnzSchnellmeldungenWahlberechtigteabgegebenWahlbeteiligunggültigeStimmzettelgültigungültigeStimmzettelungültiggültig2ungültig2Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):A-ParteiA-Partei_ProzZ_A-ParteiZ_A-Partei_Proz,8b96b4cf-ba90-499c-af2c-add7f1ac880f,Datenlizenz Deutschland Namensnennung 2.0,"Bevölkerung und Gesellschaft,Regierung und öffentlicher Sektor",2019-10-23T11:58:44.694366,Aachen,https://open.nrw/dataset/ergebnisse-der-bezirksvertretungswahl-20090830-ac,,,,,
Ergebnisse der Bezirksvertretungswahl_20140525,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):    Nr    Name    MaxSchnellmeldungen    AnzSchnellmeldungen    Wahlberechtigte    abgegeben    Wahlbeteiligung    gültigeStimmzettel    gültig    ungültigeStimmzettel    ungültig    gültig2    ungültig2Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):    A-Partei    A-Partei_Proz    Z_A-Partei    Z_A-Partei_Proz,4b6921bb-491b-4041-8a1c-3fff6876809b,Datenlizenz Deutschland Namensnennung 2.0,"Bevölkerung und Gesellschaft,Regierung und öffentlicher Sektor",2019-10-23T11:59:01.648659,Aachen,https://open.nrw/dataset/ergebnisse-der-bezirksvertretungswahl-20140525-ac,,,,,
Ergebnisse der Buergermeisterwahl_20140525,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):Nr Name MaxSchnellmeldungen AnzSchnellmeldungen Wahlberechtigte abgegeben Wahlbeteiligung gültigeStimmzettel gültig ungültigeStimmzettel ungültig gültig2 ungültig2Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):A-Partei A-Partei_Proz Z_A-Partei Z_A-Partei_Proz,fce77558-7151-47cd-b77c-f2630558ca24,Datenlizenz Deutschland Namensnennung 2.0,,2019-10-23T11:59:02.802510,Aachen,https://open.nrw/dataset/ergebnisse-der-buergermeisterwahl-20140525-ac,,,,,
Ergebnisse der Bundestagswahl_20090927,Wahlen - Wahlergebnis Bundestagswahlen,Wahlen,Wahlergebnis Bundestagswahlen,Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):NrNameMaxSchnellmeldungenAnzSchnellmeldungenWahlberechtigteabgegebenWahlbeteiligunggültigeStimmzettelgültigungültigeStimmzettelungültiggültig2ungültig2Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):A-ParteiA-Partei_ProzZ_A-ParteiZ_A-Partei_Proz,a8e897ec-af33-4f03-b55e-cd5726aa6974,Datenlizenz Deutschland Namensnennung 2.0,"Bevölkerung und Gesellschaft,Regierung und öffentlicher Sektor",2019-10-23T11:59:19.115594,Aachen,https://open.nrw/dataset/ergebnisse-der-bundestagswahl-20090927-ac,,,,,
Ergebnisse der Bundestagswahl_20130922,Wahlen - Wahlergebnis Bundestagswahlen,Wahlen,Wahlergebnis Bundestagswahlen,Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):NrNameMaxSchnellmeldungenAnzSchnellmeldungenWahlberechtigteabgegebenWahlbeteiligunggültigeStimmzettelgültigungültigeStimmzettelungültiggültig2ungültig2Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):A-ParteiA-Partei_ProzZ_A-ParteiZ_A-Partei_Proz,bece0c30-0487-42fd-9af0-09be6b2ec123,Datenlizenz Deutschland Namensnennung 2.0,Bevölkerung und Gesellschaft,2019-10-23T11:59:29.621703,Aachen,https://open.nrw/dataset/ergebnisse-der-bundestagswahl-20130922-ac,,,,,
Ergebnisse der Bundestagswahl_20170924,Wahlen - Wahlergebnis Bundestagswahlen,Wahlen,Wahlergebnis Bundestagswahlen,Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):Nr Name MaxSchnellmeldungen AnzSchnellmeldungen Wahlberechtigte abgegeben Wahlbeteiligung gültigeStimmzettel gültig ungültigeStimmzettel ungültig gültig2 ungültig2Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):A-Partei A-Partei_Proz Z_A-Partei Z_A-Partei_Proz,4878fa99-6e29-48d3-ad99-e4fbf73c523b,other-at,,2019-10-23T11:59:30.547769,Aachen,https://open.nrw/dataset/ergebnisse-der-bundestagswahl-20170924-ac,,,,,
Ergebnisse der Bürgermeisterwahl_20090830,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):NrNameMaxSchnellmeldungenAnzSchnellmeldungenWahlberechtigteabgegebenWahlbeteiligunggültigeStimmzettelgültigungültigeStimmzettelungültiggültig2ungültig2Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):A-ParteiA-Partei_ProzZ_A-ParteiZ_A-Partei_Proz,83c339a6-21c1-4505-9981-b5099da2e23a,Datenlizenz Deutschland Namensnennung 2.0,"Bevölkerung und Gesellschaft,Regierung und öffentlicher Sektor",2019-10-23T11:59:46.784561,Aachen,https://open.nrw/dataset/ergebnisse-der-burgermeisterwahl-20090830-ac,,,,,
Ergebnisse der Bürgermeisterwahl_20140525,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):    Nr    Name    MaxSchnellmeldungen    AnzSchnellmeldungen    Wahlberechtigte    abgegeben    Wahlbeteiligung    gültigeStimmzettel    gültig    ungültigeStimmzettel    ungültig    gültig2    ungültig2Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):    A-Partei    A-Partei_Proz    Z_A-Partei    Z_A-Partei_Proz,54841e60-0c70-441c-825e-c6c47808ba29,Datenlizenz Deutschland Namensnennung 2.0,"Bevölkerung und Gesellschaft,Regierung und öffentlicher Sektor",2019-10-23T12:00:07.350683,Aachen,https://open.nrw/dataset/ergebnisse-der-burgermeisterwahlen-20140525-ac,,,,,
Ergebnisse der Europawahl_20140525,Wahlen - Wahlergebnis Europawahlen,Wahlen,Wahlergebnis Europawahlen,Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):    Nr    Name    MaxSchnellmeldungen    AnzSchnellmeldungen    Wahlberechtigte    abgegeben    Wahlbeteiligung    gültigeStimmzettel    gültig    ungültigeStimmzettel    ungültig    gültig2    ungültig2Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):    A-Partei    A-Partei_Proz    Z_A-Partei    Z_A-Partei_Proz,28b8316c-5be5-4601-ab18-ec983e8aa223,Datenlizenz Deutschland Namensnennung 2.0,"Bevölkerung und Gesellschaft,Regierung und öffentlicher Sektor",2019-10-23T12:00:27.897075,Aachen,https://open.nrw/dataset/ergebnisse-der-europawahl-20140525-ac,,,,,
Ergebnisse der Integrationswahl_20100207,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):NrNameMaxSchnellmeldungenAnzSchnellmeldungenWahlberechtigteabgegebenWahlbeteiligunggültigeStimmzettelgültigungültigeStimmzettelungültiggültig2ungültig2Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):A-ParteiA-Partei_ProzZ_A-ParteiZ_A-Partei_Proz,f826163c-026d-4309-b064-616384f5bb75,Datenlizenz Deutschland Namensnennung 2.0,"Bevölkerung und Gesellschaft,Regierung und öffentlicher Sektor",2019-10-23T12:00:48.252279,Aachen,https://open.nrw/dataset/ergebnisse-der-integrationswahl-20100207-ac,,,,,
